ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_symbol
ENSMUSG00000029321.1_Slc10a6,112.74155264084821,9.787131391747252,1.617823939182494,6.049565193535712,1.4523728338511306e-09,3.828781960776497e-08,Slc10a6
ENSMUSG00000038067.2_Csf3,150.81810286167075,8.890413836599418,1.0896970429155166,8.158610592181523,3.389003313472377e-16,2.7049556400618237e-14,Csf3
ENSMUSG00000040809.10_Chil3,34.24775924532167,8.064570421554036,2.2012761826464025,3.663588642411379,0.0002487060916478205,0.001768304395459873,Chil3
ENSMUSG00000006403.13_Adamts4,3785.3195978123877,7.999739798887071,0.8480668687432767,9.432911594272785,3.988603810655492e-21,6.007184173961141e-19,Adamts4
ENSMUSG00000037095.7_Lrg1,3809.7719312864897,7.966775362875419,0.2775223495610723,28.706788391910138,3.1390404083710007e-181,5.4368179872985735e-177,Lrg1
ENSMUSG00000028965.13_Tnfrsf9,74.66101996626197,7.867764622899153,0.9223697783731557,8.529946239973352,1.464157418726345e-17,1.432723530640695e-15,Tnfrsf9
ENSMUSG00000037872.5_Ackr1,2424.5945214547605,7.687023202632711,0.5970979304745991,12.87397395017386,6.307167168515086e-38,5.462006767934065e-35,Ackr1
ENSMUSG00000026822.14_Lcn2,3246.556692117165,7.566070224035246,0.46598163234800566,16.236842181763794,2.768114600847069e-59,5.327082765185692e-56,Lcn2
ENSMUSG00000028362.2_Tnfsf8,320.6279050734887,7.480597724490169,0.9254564900542575,8.083143621426867,6.311821613642527e-16,4.8738118711490545e-14,Tnfsf8
ENSMUSG00000001131.11_Timp1,452.0268582616686,7.086668748309079,0.6870073194503323,10.315274011897067,6.010959772798518e-25,1.4459697675676435e-22,Timp1
ENSMUSG00000038591.3_Colec10,9.596814785843709,6.931748507672985,2.0311365637908905,3.4127436979105172,0.0006431239651501317,0.003938793167043947,Colec10
ENSMUSG00000074647.3_Fam83c,9.222427505462765,6.904954354575894,1.8584407765877238,3.715455688210875,0.00020283781134065236,0.0014879927540957642,Fam83c
ENSMUSG00000026582.6_Sele,518.5297219524252,6.793581387959158,0.7056708816009795,9.627124435893302,6.142431454405635e-22,1.0036501206632602e-19,Sele
ENSMUSG00000035373.2_Ccl7,49.188845143021894,6.776693895404389,1.459957923224844,4.64170493382139,3.455460719659745e-06,4.208760876547594e-05,Ccl7
ENSMUSG00000056071.12_S100a9,109.24269495313494,6.714975370826582,1.2976281908317548,5.174806942597641,2.2814675970269232e-07,3.6929924093931134e-06,S100a9
ENSMUSG00000045349.15_Sh2d5,83.15735523557879,6.583133080582356,1.167111346208398,5.640535585545477,1.695220277395789e-08,3.5762746899506776e-07,Sh2d5
ENSMUSG00000021091.8_Serpina3n,139.9570093095574,6.5685788581632165,0.5626106159626899,11.675177594940402,1.7070884660533353e-31,7.991019522173991e-29,Serpina3n
ENSMUSG00000004371.14_Il11,66.61352027249373,6.504100643557038,0.7715529918988817,8.429881954769806,3.4601408406820876e-17,3.239439965438582e-15,Il11
ENSMUSG00000032420.8_Nt5e,187.9075236984435,6.46466457599904,0.8403392855185503,7.692921998773238,1.4381219542912953e-14,8.927696146353131e-13,Nt5e
ENSMUSG00000113375.1_CT025645.2,6.6372565584251975,6.39541641912946,2.3145434627925794,2.7631438000361253,0.005724753896851576,0.02352378113724064,CT025645.2
ENSMUSG00000061878.15_Sphk1,294.3147306568423,6.382609877025597,0.9573625746224238,6.666867962268994,2.613199893243797e-11,9.96930003325607e-10,Sphk1
ENSMUSG00000035385.5_Ccl2,149.60410048692938,6.370237790341506,1.2705716144034251,5.013678660948632,5.339913795126715e-07,8.01449800100474e-06,Ccl2
ENSMUSG00000030022.14_Adamts9,3102.239800523096,6.362880964588147,0.324062965004216,19.63470575696722,7.813207590967072e-86,1.9332107925078527e-82,Adamts9
ENSMUSG00000078597.2_Cyp4a12b,6.33952661343535,6.342800987241373,2.1518381735728798,2.9476198838455785,0.0032023055802801416,0.014778559192766334,Cyp4a12b
